"cluster","intercept_baseline","x_baseline","retained_before_truncation_baseline","intercept_observed","x_observed","retained_before_truncation_observed","contamination","dataset_id","engine","variant","intercept_absolute_difference","x_absolute_difference","retention_changed"
"6",-0.0758673980418576,-0.0222888456138855,TRUE,-0.0758673988514373,-0.0222888440334036,TRUE,"none",3,"robustbase","cluster_block_order",8.09579764338153e-10,1.58048191895022e-09,FALSE
"7",1.91605354674483,0.165100043089323,TRUE,1.91605354674421,0.165100043090199,TRUE,"none",3,"robustbase","cluster_block_order",6.28608276542764e-13,8.75799432975555e-13,FALSE
"8",-0.177608338545658,0.00694071664335894,TRUE,-0.17760833813517,0.00694071548071585,TRUE,"none",3,"robustbase","cluster_block_order",4.10488421032085e-10,1.16264308770708e-09,FALSE
"9",-0.0845430779162814,-0.131550806089695,TRUE,-0.0845430779162814,-0.131550806089695,TRUE,"none",3,"robustbase","cluster_block_order",0,0,FALSE
"1",0.859225850968612,0.0315841295120103,TRUE,0.859225850968613,0.0315841295120103,TRUE,"none",3,"robustbase","global_row_order",6.66133814775094e-16,1.38777878078145e-17,FALSE
"10",0.173053591021985,-0.115046113935044,TRUE,0.173053591021985,-0.115046113935044,TRUE,"none",3,"robustbase","global_row_order",8.32667268468867e-17,4.16333634234434e-17,FALSE
"2",0.0297398147463576,0.09677629137962,TRUE,0.0297398147463575,0.09677629137962,TRUE,"none",3,"robustbase","global_row_order",9.0205620750794e-17,2.77555756156289e-17,FALSE
"3",1.08551894680755,-0.101671466712788,TRUE,1.08551894680755,-0.101671466712787,TRUE,"none",3,"robustbase","global_row_order",2.22044604925031e-16,8.32667268468867e-17,FALSE
"4",0.402700116154605,0.267700565185099,TRUE,0.402700116154605,0.267700565185099,TRUE,"none",3,"robustbase","global_row_order",0,1.11022302462516e-16,FALSE
"5",-1.81084717299567,-0.0677482474995032,TRUE,-1.81084717299571,-0.0677482474995237,TRUE,"none",3,"robustbase","global_row_order",3.30846461338297e-14,2.05252481677576e-14,FALSE
"6",-0.0758673980418576,-0.0222888456138855,TRUE,-0.0758673984855647,-0.0222888447476692,TRUE,"none",3,"robustbase","global_row_order",4.43707126596138e-10,8.66216293138322e-10,FALSE
"7",1.91605354674483,0.165100043089323,TRUE,1.91605354674482,0.165100043089343,TRUE,"none",3,"robustbase","global_row_order",1.11022302462516e-14,1.92901250528621e-14,FALSE
"8",-0.177608338545658,0.00694071664335894,TRUE,-0.177608338545658,0.00694071664335897,TRUE,"none",3,"robustbase","global_row_order",8.32667268468867e-17,3.55618312575245e-17,FALSE
"9",-0.0845430779162814,-0.131550806089695,TRUE,-0.0845430779162813,-0.131550806089694,TRUE,"none",3,"robustbase","global_row_order",4.16333634234434e-17,8.32667268468867e-17,FALSE
"1",0.415273464449955,0.132112707881206,TRUE,0.415273464449955,0.132112707881206,TRUE,"none",4,"robust","exact_repeat",0,0,FALSE
"10",0.781581186280765,-0.0677997745072014,TRUE,0.781581186280765,-0.0677997745072014,TRUE,"none",4,"robust","exact_repeat",0,0,FALSE
"2",1.75872793503431,0.148903450221489,TRUE,1.75872793503431,0.148903450221489,TRUE,"none",4,"robust","exact_repeat",0,0,FALSE
"3",0.828428156647988,-0.0906950883383125,TRUE,0.828428156647988,-0.0906950883383125,TRUE,"none",4,"robust","exact_repeat",0,0,FALSE
"4",0.784761938955695,-0.00458085129441734,TRUE,0.784761938955695,-0.00458085129441734,TRUE,"none",4,"robust","exact_repeat",0,0,FALSE
"5",0.686870484704564,0.286655747778033,TRUE,0.686870484704564,0.286655747778033,TRUE,"none",4,"robust","exact_repeat",0,0,FALSE
"6",-0.741230805669916,-0.151151731601015,TRUE,-0.741230805669916,-0.151151731601015,TRUE,"none",4,"robust","exact_repeat",0,0,FALSE
"7",0.409780729108657,-0.205091126083087,TRUE,0.409780729108657,-0.205091126083087,TRUE,"none",4,"robust","exact_repeat",0,0,FALSE
"8",0.0911901675630964,-0.0837649779751558,TRUE,0.0911901675630964,-0.0837649779751558,TRUE,"none",4,"robust","exact_repeat",0,0,FALSE
"9",1.15982750767139,-0.180193128005196,TRUE,1.15982750767139,-0.180193128005196,TRUE,"none",4,"robust","exact_repeat",0,0,FALSE
"1",0.415273464449955,0.132112707881206,TRUE,0.41527346445776,0.13211270790892,TRUE,"none",4,"robust","within_cluster_row_order",7.80514541887101e-12,2.77140810300835e-11,FALSE
"10",0.781581186280765,-0.0677997745072014,TRUE,0.781581193733912,-0.0677997657197324,TRUE,"none",4,"robust","within_cluster_row_order",7.45314732153446e-09,8.78746907184702e-09,FALSE
"2",1.75872793503431,0.148903450221489,TRUE,1.75872823742654,0.148903927515672,TRUE,"none",4,"robust","within_cluster_row_order",3.0239222859052e-07,4.77294182288368e-07,FALSE
"3",0.828428156647988,-0.0906950883383125,TRUE,0.828427883763206,-0.0906954146446486,TRUE,"none",4,"robust","within_cluster_row_order",2.72884781882254e-07,3.26306336090321e-07,FALSE
"4",0.784761938955695,-0.00458085129441734,TRUE,0.78476200235419,-0.0045808576166108,TRUE,"none",4,"robust","within_cluster_row_order",6.33984946762922e-08,6.32219345885615e-09,FALSE
"5",0.686870484704564,0.286655747778033,TRUE,0.686870926683125,0.286655324279161,TRUE,"none",4,"robust","within_cluster_row_order",4.41978561194212e-07,4.2349887213744e-07,FALSE
"6",-0.741230805669916,-0.151151731601015,TRUE,-0.741230793391282,-0.151151746357654,TRUE,"none",4,"robust","within_cluster_row_order",1.22786338874192e-08,1.4756638438973e-08,FALSE
"7",0.409780729108657,-0.205091126083087,TRUE,0.409780798076873,-0.205091110979622,TRUE,"none",4,"robust","within_cluster_row_order",6.89682158050431e-08,1.51034645901049e-08,FALSE
"8",0.0911901675630964,-0.0837649779751558,TRUE,0.0911902813793632,-0.0837650385741211,TRUE,"none",4,"robust","within_cluster_row_order",1.13816266800182e-07,6.05989653179595e-08,FALSE
"9",1.15982750767139,-0.180193128005196,TRUE,1.15982745394185,-0.18019310131187,TRUE,"none",4,"robust","within_cluster_row_order",5.37295392621928e-08,2.66933261050539e-08,FALSE
"1",0.415273464449955,0.132112707881206,TRUE,0.415273464449955,0.132112707881206,TRUE,"none",4,"robust","cluster_block_order",0,0,FALSE
"10",0.781581186280765,-0.0677997745072014,TRUE,0.781581186280765,-0.0677997745072014,TRUE,"none",4,"robust","cluster_block_order",0,0,FALSE
"2",1.75872793503431,0.148903450221489,TRUE,1.75872793503431,0.148903450221489,TRUE,"none",4,"robust","cluster_block_order",0,0,FALSE
"3",0.828428156647988,-0.0906950883383125,TRUE,0.828428156647988,-0.0906950883383125,TRUE,"none",4,"robust","cluster_block_order",0,0,FALSE
"4",0.784761938955695,-0.00458085129441734,TRUE,0.784761938955695,-0.00458085129441734,TRUE,"none",4,"robust","cluster_block_order",0,0,FALSE
"5",0.686870484704564,0.286655747778033,TRUE,0.686870484704564,0.286655747778033,TRUE,"none",4,"robust","cluster_block_order",0,0,FALSE
"6",-0.741230805669916,-0.151151731601015,TRUE,-0.741230805669916,-0.151151731601015,TRUE,"none",4,"robust","cluster_block_order",0,0,FALSE
"7",0.409780729108657,-0.205091126083087,TRUE,0.409780729108657,-0.205091126083087,TRUE,"none",4,"robust","cluster_block_order",0,0,FALSE
"8",0.0911901675630964,-0.0837649779751558,TRUE,0.0911901675630964,-0.0837649779751558,TRUE,"none",4,"robust","cluster_block_order",0,0,FALSE
"9",1.15982750767139,-0.180193128005196,TRUE,1.15982750767139,-0.180193128005196,TRUE,"none",4,"robust","cluster_block_order",0,0,FALSE
"1",0.415273464449955,0.132112707881206,TRUE,0.415273464441405,0.13211270785085,TRUE,"none",4,"robust","global_row_order",8.54954995688217e-12,3.03554126279693e-11,FALSE
"10",0.781581186280765,-0.0677997745072014,TRUE,0.781581193734652,-0.0677997657188597,TRUE,"none",4,"robust","global_row_order",7.45388750722498e-09,8.78834176265553e-09,FALSE
"2",1.75872793503431,0.148903450221489,TRUE,1.75872793453514,0.148903449433551,TRUE,"none",4,"robust","global_row_order",4.99177144064333e-10,7.87938492230467e-10,FALSE
"3",0.828428156647988,-0.0906950883383125,TRUE,0.82842811837109,-0.0906951341085246,TRUE,"none",4,"robust","global_row_order",3.82768978735015e-08,4.57702121203774e-08,FALSE
"4",0.784761938955695,-0.00458085129441734,TRUE,0.784761939159905,-0.00458085131478266,TRUE,"none",4,"robust","global_row_order",2.04210204302058e-10,2.03653153368899e-11,FALSE
"5",0.686870484704564,0.286655747778033,TRUE,0.68687134408541,0.286654924326668,TRUE,"none",4,"robust","global_row_order",8.59380845819047e-07,8.23451365261629e-07,FALSE
"6",-0.741230805669916,-0.151151731601015,TRUE,-0.741230806986312,-0.151151730018952,TRUE,"none",4,"robust","global_row_order",1.31639577016784e-09,1.5820632026653e-09,FALSE
"7",0.409780729108657,-0.205091126083087,TRUE,0.409781036338277,-0.2050910588025,TRUE,"none",4,"robust","global_row_order",3.07229620410965e-07,6.72805863799475e-08,FALSE
"8",0.0911901675630964,-0.0837649779751558,TRUE,0.0911902815406742,-0.0837650386600077,TRUE,"none",4,"robust","global_row_order",1.13977577806401e-07,6.06848518519554e-08,FALSE
"9",1.15982750767139,-0.180193128005196,TRUE,1.15982724023156,-0.180192995138644,TRUE,"none",4,"robust","global_row_order",2.67439829615412e-07,1.32866551455502e-07,FALSE
